,Unnamed: 0,Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $,Dates,Time,Year,Month,DateAPIFormat,dateJoinFormat,date_time,wind_gust_set_1,weather_condition_set_1d,pressure_set_1d,cloud_layer_1_code_set_1,wind_speed_set_1,relative_humidity_set_1,peak_wind_speed_set_1,air_temp_set_1,wind_direction_set_1
6702,6883,2022-07-21 10:00:00,21,10.0,$73.16,$55.98,7.56,$0.00,15092.42,89.1,8.1,9.68,7.4,17.18,17.18,0.3069,"$15,861.07",2022-07-21,10:00:00,2022,7,20220721,07/21/2022 10:00:00,2022-07-21 10:00:00-07:00,,,101231.36,0,4.116,52.86,,34.0,210.0
6703,6884,2022-05-16 12:00:00,16,12.0,$73.18,$94.57,7.7,$0.00,16225.63,87.1,6.9,9.5,12.28,-21.39,-21.39,-0.2262,"$7,231.59",2022-05-16,12:00:00,2022,5,20220516,05/16/2022 12:00:00,2022-05-16 12:00:00-07:00,,,101096.34,0,2.058,49.49,,33.0,360.0
6704,6885,2022-07-02 16:00:00,2,16.0,$73.20,$120.72,5.73,$0.00,16710.32,91.9,9.2,12.77,21.07,-47.52,-47.52,-0.3936,"-$3,459.10",2022-07-02,16:00:00,2022,7,20220702,07/02/2022 16:00:00,2022-07-02 16:00:00-07:00,,,100893.81,0,3.601,52.61,,33.0,180.0
6705,6886,2022-05-10 08:00:00,10,8.0,$73.20,$71.22,7.84,$0.00,13157.2,78.1,11.5,9.34,9.08,1.98,1.98,0.0278,"$1,136.00",2022-05-10,08:00:00,2022,5,20220510,05/10/2022 08:00:00,2022-05-10 08:00:00-07:00,,,101501.4,0,6.173,65.83,,28.0,140.0
6706,6887,2022-06-02 23:00:00,2,23.0,$73.24,$76.01,8.42,$0.00,14874.67,79.0,4.6,8.7,9.03,-2.77,-2.77,-0.0365,"$7,035.98",2022-06-02,23:00:00,2022,6,20220602,06/02/2022 23:00:00,2022-06-02 23:00:00-07:00,,,100927.56,0,1.543,73.67,,24.0,330.0
6707,6888,2022-09-08 22:00:00,8,22.0,$73.25,$78.55,8.13,$0.00,14256.7,77.0,0.0,9.01,9.66,-5.3,-5.3,-0.0675,"$5,080.13",2022-09-08,22:00:00,2022,9,20220908,09/08/2022 22:00:00,2022-09-08 22:00:00-07:00,,,100556.26,0,0.0,88.54,,23.0,0.0
6708,6889,2022-05-07 12:00:00,7,12.0,$73.27,$99.24,8.37,$0.00,15276.54,87.1,6.9,8.75,11.86,-25.97,-25.97,-0.26170000000000004,"-$4,938.15",2022-05-07,12:00:00,2022,5,20220507,05/07/2022 12:00:00,2022-05-07 12:00:00-07:00,,,100556.26,0,,55.65,,32.0,
6709,6890,2022-09-16 15:00:00,16,15.0,$73.29,$89.21,8.51,$0.00,16850.12,84.0,18.4,8.61,10.48,-15.92,-15.92,-0.1784,"$4,212.12",2022-09-16,15:00:00,2022,9,20220916,09/16/2022 15:00:00,2022-09-16 15:00:00-07:00,,,101163.85,0,4.63,62.58,,31.0,130.0
6710,6891,2022-08-09 08:00:00,9,8.0,$73.30,$64.71,7.77,$0.00,12803.94,81.0,3.5,9.43,8.33,8.59,8.59,0.13269999999999998,"$11,548.33",2022-08-09,08:00:00,2022,8,20220809,08/09/2022 08:00:00,2022-08-09 08:00:00-07:00,,,101535.15,0,2.572,62.8,,32.0,150.0
6711,6892,2022-07-23 19:00:00,23,19.0,$73.31,$96.50,8.25,$0.00,17496.61,90.0,11.5,8.89,11.7,-23.2,-23.2,-0.2404,"$14,662.66",2022-07-23,19:00:00,2022,7,20220723,07/23/2022 19:00:00,2022-07-23 19:00:00-07:00,,,101231.36,0,5.659,62.58,,31.0,160.0
6712,6893,2022-07-08 22:00:00,8,22.0,$73.33,$89.15,5.86,$0.00,17037.54,88.0,8.1,12.51,15.21,-15.83,-15.83,-0.1775,"-$2,870.18",2022-07-08,22:00:00,2022,7,20220708,07/08/2022 22:00:00,2022-07-08 22:00:00-07:00,,,101366.38,0,2.058,70.17,,29.0,190.0
6713,6894,2022-05-06 00:00:00,6,24.0,$73.35,$82.62,8.3,-$0.11,11829.43,68.0,0.0,8.84,9.95,-9.27,-9.27,-0.11220000000000001,"-$3,877.34",2022-05-06,00:00:00,2022,5,20220506,05/06/2022 00:00:00,2022-05-06 00:00:00-07:00,,,100860.05,0,1.543,93.98,,20.0,290.0
6714,6895,2022-06-20 12:00:00,20,12.0,$73.36,$99.73,7.34,$0.00,17925.09,93.9,0.0,9.99,13.59,-26.37,-26.37,-0.2644,"$2,197.75",2022-06-20,12:00:00,2022,6,20220620,06/20/2022 12:00:00,2022-06-20 12:00:00-07:00,,,101433.89,0,0.0,35.07,,37.0,0.0
6715,6896,2022-06-02 06:00:00,2,6.0,$73.37,$68.05,8.42,$0.00,12137.53,73.9,0.0,8.71,8.08,5.32,5.32,0.0781,"$8,091.61",2022-06-02,06:00:00,2022,6,20220602,06/02/2022 06:00:00,2022-06-02 06:00:00-07:00,,,101130.09,0,2.572,83.6,,26.0,320.0
6716,6897,2022-05-28 21:00:00,28,21.0,$73.38,$92.00,8.27,$0.00,16457.8,82.0,13.8,8.87,11.12,-18.63,-18.63,-0.2024,"$9,807.22",2022-05-28,21:00:00,2022,5,20220528,05/28/2022 21:00:00,2022-05-28 21:00:00-07:00,,,100725.03,0,4.116,83.6,,26.0,170.0
6717,6898,2022-12-02 17:00:00,2,17.0,$73.40,$44.47,6.22,$0.00,11188.74,75.9,11.5,11.8,7.15,28.93,28.93,0.6506000000000001,"-$1,178.54",2022-12-02,17:00:00,2022,12,20221202,12/02/2022 17:00:00,2022-12-02 17:00:00-08:00,,,101703.93,0,3.601,94.12,,23.0,170.0
6718,6899,2022-08-10 19:00:00,10,19.0,$73.41,$295.65,7.88,$0.00,18546.5,73.0,6.9,9.32,37.52,-222.24,-222.24,-0.7517,"$10,228.42",2022-08-10,19:00:00,2022,8,20220810,08/10/2022 19:00:00,2022-08-10 19:00:00-07:00,,light rain,101433.89,0,0.0,94.16,,24.0,0.0
6719,6900,2022-08-08 00:00:00,8,24.0,$73.41,$60.53,8.19,$0.00,13940.98,82.0,3.5,8.96,7.39,12.88,12.88,0.21280000000000002,"$10,993.54",2022-08-08,00:00:00,2022,8,20220808,08/08/2022 00:00:00,2022-08-08 00:00:00-07:00,,,101501.4,0,1.543,83.71,,27.0,180.0
6720,6901,2022-07-23 22:00:00,23,22.0,$73.44,$80.22,8.25,$0.00,15914.64,84.9,11.5,8.9,9.72,-6.78,-6.78,-0.08449999999999999,"$14,615.70",2022-07-23,22:00:00,2022,7,20220723,07/23/2022 22:00:00,2022-07-23 22:00:00-07:00,,,101366.38,0,2.572,83.83,,28.0,170.0
6721,6902,2022-07-23 20:00:00,23,20.0,$73.48,$95.21,8.25,$0.00,16957.26,89.1,11.5,8.91,11.54,-21.73,-21.73,-0.22820000000000001,"$14,640.93",2022-07-23,20:00:00,2022,7,20220723,07/23/2022 20:00:00,2022-07-23 20:00:00-07:00,,,101298.87,0,4.63,74.52,,29.0,160.0
6722,6903,2022-08-01 22:00:00,1,22.0,$73.49,$81.73,8.37,$0.00,16182.06,84.9,10.4,8.78,9.76,-8.24,-8.24,-0.1008,"$12,237.80",2022-08-01,22:00:00,2022,8,20220801,08/01/2022 22:00:00,2022-08-01 22:00:00-07:00,,,101433.89,0,2.058,78.97,,28.0,180.0
6723,6904,2022-08-15 12:00:00,15,12.0,$73.54,$94.65,8.75,$0.00,16894.25,91.0,6.9,8.4,10.82,-21.12,-21.12,-0.2231,"$9,354.24",2022-08-15,12:00:00,2022,8,20220815,08/15/2022 12:00:00,2022-08-15 12:00:00-07:00,,,101062.58,0,5.144,49.75,,34.0,100.0
6724,6905,2022-05-23 08:00:00,23,8.0,$73.55,$67.01,7.98,$0.00,11851.37,69.1,6.9,9.22,8.4,6.54,6.54,0.09759999999999999,"$4,704.38",2022-05-23,08:00:00,2022,5,20220523,05/23/2022 08:00:00,2022-05-23 08:00:00-07:00,,,101602.66,0,2.058,78.09,,22.0,130.0
6725,6906,2022-08-13 03:00:00,13,3.0,$73.57,$61.61,8.75,$0.00,12071.23,81.0,3.5,8.41,7.04,11.96,11.96,0.19399999999999998,"$10,024.33",2022-08-13,03:00:00,2022,8,20220813,08/13/2022 03:00:00,2022-08-13 03:00:00-07:00,,,101130.09,0,2.058,88.78,,26.0,340.0
6726,6907,2022-05-22 23:00:00,22,23.0,$73.58,$81.57,7.98,$0.00,13366.53,72.0,5.8,9.22,10.22,-7.99,-7.99,-0.098,"$4,646.23",2022-05-22,23:00:00,2022,5,20220522,05/22/2022 23:00:00,2022-05-22 23:00:00-07:00,,,101467.64,0,4.116,83.13,,22.0,60.0
6727,6909,2022-07-19 14:00:00,19,14.0,$73.61,$104.40,7.54,$0.00,19111.0,97.0,11.5,9.76,13.85,-30.79,-30.79,-0.2949,"$16,557.97",2022-07-19,14:00:00,2022,7,20220719,07/19/2022 14:00:00,2022-07-19 14:00:00-07:00,,,100893.81,0,3.601,35.35,,38.0,220.0
6728,6910,2022-08-27 23:00:00,27,23.0,$73.62,$70.08,9.5,$0.00,14325.38,82.0,6.9,7.75,7.38,3.54,3.54,0.050499999999999996,"$5,819.82",2022-08-27,23:00:00,2022,8,20220827,08/27/2022 23:00:00,2022-08-27 23:00:00-07:00,,,100758.79,0,1.543,83.71,,27.0,200.0
6729,6911,2022-05-23 14:00:00,23,14.0,$73.65,$144.73,7.98,$0.00,15129.78,80.1,12.7,9.23,18.14,-71.08,-71.08,-0.4911,"$4,567.94",2022-05-23,14:00:00,2022,5,20220523,05/23/2022 14:00:00,2022-05-23 14:00:00-07:00,,,101028.83,0,3.601,61.67,,27.0,60.0
6730,6912,2022-09-11 16:00:00,11,16.0,$73.66,$81.58,8.15,$0.00,17151.41,93.9,8.1,9.04,10.01,-7.92,-7.92,-0.0971,"$4,578.62",2022-09-11,16:00:00,2022,9,20220911,09/11/2022 16:00:00,2022-09-11 16:00:00-07:00,,,101265.11,0,3.087,43.73,,33.0,30.0
6731,6913,2022-09-16 20:00:00,16,20.0,$73.68,$80.50,8.51,$0.00,15462.06,81.0,10.4,8.66,9.46,-6.82,-6.82,-0.08470000000000001,"$4,138.09",2022-09-16,20:00:00,2022,9,20220916,09/16/2022 20:00:00,2022-09-16 20:00:00-07:00,,,101332.62,0,2.058,83.6,,26.0,130.0
6732,6914,2022-09-24 14:00:00,24,14.0,$73.69,$64.29,6.73,$0.00,16613.42,93.0,8.1,10.95,9.55,9.4,9.4,0.1462,"$1,154.87",2022-09-24,14:00:00,2022,9,20220924,09/24/2022 14:00:00,2022-09-24 14:00:00-07:00,,,101096.34,0,3.087,36.76,,35.0,220.0
6733,6915,2022-09-18 13:00:00,18,13.0,$73.69,$66.57,8.07,$0.00,15996.08,90.0,0.0,9.13,8.25,7.12,7.12,0.107,"$4,075.92",2022-09-18,13:00:00,2022,9,20220918,09/18/2022 13:00:00,2022-09-18 13:00:00-07:00,,,101163.85,0,2.058,52.86,,34.0,50.0
6734,6916,2022-08-28 19:00:00,28,19.0,$73.70,$108.80,9.5,$0.00,17107.26,84.9,17.3,7.76,11.45,-35.11,-35.11,-0.32270000000000004,"$5,821.11",2022-08-28,19:00:00,2022,8,20220828,08/28/2022 19:00:00,2022-08-28 19:00:00-07:00,,,100691.28,0,5.144,78.97,,28.0,120.0
6735,6917,2022-09-07 05:00:00,7,5.0,$73.70,$60.02,8.47,$0.00,10645.7,72.0,0.0,8.7,7.09,13.68,13.68,0.228,"$5,777.56",2022-09-07,05:00:00,2022,9,20220907,09/07/2022 05:00:00,2022-09-07 05:00:00-07:00,,,101366.38,0,1.543,100.0,,22.0,350.0
6736,6918,2022-09-22 16:00:00,22,16.0,$73.74,$254.80,7.99,$0.00,18805.41,98.1,9.2,9.23,31.89,-181.07,-181.07,-0.7106,"$2,151.64",2022-09-22,16:00:00,2022,9,20220922,09/22/2022 16:00:00,2022-09-22 16:00:00-07:00,,,100893.81,0,3.601,30.66,,36.0,40.0
6737,6919,2022-05-20 01:00:00,20,1.0,$73.76,$60.54,8.17,$0.00,13218.78,78.1,10.4,9.03,7.41,13.22,13.22,0.2183,"$4,664.53",2022-05-20,01:00:00,2022,5,20220520,05/20/2022 01:00:00,2022-05-20 01:00:00-07:00,,,100218.71,0,4.116,78.68,,26.0,170.0
6738,6920,2022-05-22 15:00:00,22,15.0,$73.76,$88.82,7.98,$0.00,15066.8,82.0,8.1,9.24,11.13,-15.06,-15.06,-0.1696,"$4,700.94",2022-05-22,15:00:00,2022,5,20220522,05/22/2022 15:00:00,2022-05-22 15:00:00-07:00,,,101400.13,0,5.144,58.18,,28.0,30.0
6739,6921,2022-05-30 19:00:00,30,19.0,$73.77,$98.07,8.27,$0.00,17239.56,84.0,23.0,8.92,11.86,-24.31,-24.31,-0.24780000000000002,"$8,434.14",2022-05-30,19:00:00,2022,5,20220530,05/30/2022 19:00:00,2022-05-30 19:00:00-07:00,,,100725.03,0,8.231,74.36,,28.0,140.0
6740,6922,2022-08-12 01:00:00,12,1.0,$73.79,$68.14,8.54,$0.00,13724.0,81.0,5.8,8.64,7.98,5.65,5.65,0.0828,"$9,844.82",2022-08-12,01:00:00,2022,8,20220812,08/12/2022 01:00:00,2022-08-12 01:00:00-07:00,,,101163.85,0,2.572,88.78,,26.0,30.0
6741,6923,2022-07-12 13:00:00,12,13.0,$73.79,$88.16,6.76,$0.00,18773.57,97.0,5.8,10.92,13.04,-14.37,-14.37,-0.163,"-$3,823.97",2022-07-12,13:00:00,2022,7,20220712,07/12/2022 13:00:00,2022-07-12 13:00:00-07:00,,,100691.28,0,1.543,42.18,,37.0,230.0
6742,6924,2022-09-22 17:00:00,22,17.0,$73.79,$277.11,7.99,$0.00,18722.78,96.1,5.8,9.24,34.68,-203.32,-203.32,-0.7337,"$1,948.32",2022-09-22,17:00:00,2022,9,20220922,09/22/2022 17:00:00,2022-09-22 17:00:00-07:00,,,100927.56,0,1.543,45.99,,31.0,120.0
6743,6925,2022-08-04 22:00:00,4,22.0,$73.80,$99.97,7.83,$0.00,16534.64,87.1,12.7,9.42,12.77,-26.17,-26.17,-0.2618,"$11,951.47",2022-08-04,22:00:00,2022,8,20220804,08/04/2022 22:00:00,2022-08-04 22:00:00-07:00,,,101197.6,0,2.572,74.52,,29.0,180.0
6744,6926,2022-09-20 21:00:00,20,21.0,$73.82,$77.82,7.85,$0.00,16269.02,81.0,4.6,9.4,9.91,-4.0,-4.0,-0.051399999999999994,"$3,209.96",2022-09-20,21:00:00,2022,9,20220920,09/20/2022 21:00:00,2022-09-20 21:00:00-07:00,,,101231.36,0,1.543,74.19,,27.0,210.0
6745,6927,2022-11-11 15:00:00,11,15.0,$73.82,$77.60,4.63,$0.00,13102.12,72.0,3.5,15.94,16.76,-3.78,-3.78,-0.0487,-$234.65,2022-11-11,15:00:00,2022,11,20221111,11/11/2022 15:00:00,2022-11-11 15:00:00-08:00,,light rain,100725.03,0,4.116,93.8,,16.0,340.0
6746,6928,2022-11-20 02:00:00,20,2.0,$73.85,$53.87,6.07,$0.00,10194.97,43.0,8.1,12.17,8.87,19.98,19.98,0.3709,"-$1,339.64",2022-11-20,02:00:00,2022,11,20221120,11/20/2022 02:00:00,2022-11-20 02:00:00-08:00,,,102682.82,0,3.601,86.89,,5.0,20.0
6747,6929,2022-07-26 12:00:00,26,12.0,$73.87,$79.63,8.53,$0.00,17029.28,91.0,5.8,8.66,9.34,-5.76,-5.76,-0.0724,"$14,089.58",2022-07-26,12:00:00,2022,7,20220726,07/26/2022 12:00:00,2022-07-26 12:00:00-07:00,,,101265.11,0,7.717,50.01,,35.0,130.0
6748,6930,2022-04-11 18:00:00,11,18.0,$73.88,$199.44,6.3,$0.00,13848.61,79.0,10.4,11.73,31.66,-125.56,-125.56,-0.6296,$97.25,2022-04-11,18:00:00,2022,4,20220411,04/11/2022 18:00:00,2022-04-11 18:00:00-07:00,10.803,,100657.52,0,8.231,73.85,,25.0,160.0
6749,6931,2022-09-16 16:00:00,16,16.0,$73.88,$97.47,8.51,$0.00,16462.51,87.1,9.2,8.68,11.45,-23.59,-23.59,-0.242,"$4,188.53",2022-09-16,16:00:00,2022,9,20220916,09/16/2022 16:00:00,2022-09-16 16:00:00-07:00,,,101130.09,0,6.173,66.25,,30.0,120.0
6750,6932,2022-06-15 21:00:00,15,21.0,$73.89,$101.16,7.59,$0.00,17248.09,86.0,9.2,9.73,13.33,-27.28,-27.28,-0.2696,"$4,313.98",2022-06-15,21:00:00,2022,6,20220615,06/15/2022 21:00:00,2022-06-15 21:00:00-07:00,,,101366.38,0,4.116,74.36,,28.0,170.0
6751,6933,2022-09-16 14:00:00,16,14.0,$73.89,$75.31,8.51,$0.00,16823.02,80.1,12.7,8.68,8.85,-1.42,-1.42,-0.0189,"$4,228.04",2022-09-16,14:00:00,2022,9,20220916,09/16/2022 14:00:00,2022-09-16 14:00:00-07:00,,,101197.6,0,4.63,62.58,,31.0,120.0
6752,6934,2022-08-28 22:00:00,28,22.0,$73.90,$76.64,9.5,$0.00,15528.91,82.0,10.4,7.78,8.07,-2.75,-2.75,-0.0358,"$5,773.47",2022-08-28,22:00:00,2022,8,20220828,08/28/2022 22:00:00,2022-08-28 22:00:00-07:00,,,100725.03,0,2.572,88.78,,26.0,100.0
6753,6935,2022-07-22 17:00:00,22,17.0,$73.95,$204.83,7.95,$0.00,16034.11,79.0,10.4,9.3,25.76,-130.88,-130.88,-0.639,"$15,191.37",2022-07-22,17:00:00,2022,7,20220722,07/22/2022 17:00:00,2022-07-22 17:00:00-07:00,,,101163.85,0,3.087,83.71,,27.0,110.0
6754,6936,2022-06-16 12:00:00,16,12.0,$73.99,$99.52,7.72,$0.00,17178.06,91.9,3.5,9.58,12.89,-25.54,-25.54,-0.2566,"$4,192.90",2022-06-16,12:00:00,2022,6,20220616,06/16/2022 12:00:00,2022-06-16 12:00:00-07:00,,,101433.89,0,1.543,39.13,,35.0,90.0
6755,6937,2022-11-26 17:00:00,26,17.0,$73.99,$51.15,6.46,$0.00,9471.37,61.0,16.1,11.45,7.92,22.84,22.84,0.4465,"-$1,600.58",2022-11-26,17:00:00,2022,11,20221126,11/26/2022 17:00:00,2022-11-26 17:00:00-08:00,,,100758.79,0,2.058,58.55,,14.0,220.0
6756,6938,2022-08-11 08:00:00,11,8.0,$74.00,$86.32,7.89,$0.00,12158.91,75.9,3.5,9.38,10.94,-12.33,-12.33,-0.14279999999999998,"$9,804.03",2022-08-11,08:00:00,2022,8,20220811,08/11/2022 08:00:00,2022-08-11 08:00:00-07:00,,,101366.38,0,2.572,78.82,,27.0,20.0
6757,6939,2022-09-14 20:00:00,14,20.0,$74.00,$91.47,8.39,$0.00,15416.19,81.0,6.9,8.82,10.9,-17.48,-17.48,-0.191,"$4,400.79",2022-09-14,20:00:00,2022,9,20220914,09/14/2022 20:00:00,2022-09-14 20:00:00-07:00,,,101298.87,0,3.087,69.01,,23.0,110.0
6758,6941,2022-09-10 18:00:00,10,18.0,$74.02,$101.75,8.15,$0.00,16559.97,90.0,5.8,9.08,12.48,-27.73,-27.73,-0.2725,"$4,730.84",2022-09-10,18:00:00,2022,9,20220910,09/10/2022 18:00:00,2022-09-10 18:00:00-07:00,,,100995.07,0,3.087,61.67,,27.0,120.0
6759,6942,2022-05-24 17:00:00,24,17.0,$74.03,$108.56,8.15,$0.00,14545.94,77.0,12.7,9.08,13.32,-34.54,-34.54,-0.3181,"$4,669.38",2022-05-24,17:00:00,2022,5,20220524,05/24/2022 17:00:00,2022-05-24 17:00:00-07:00,,,100151.19,0,5.659,78.68,,26.0,130.0
6760,6943,2022-08-22 13:00:00,22,13.0,$74.04,$80.92,9.13,$0.00,17212.21,91.9,12.7,8.11,8.86,-6.88,-6.88,-0.085,"$5,219.51",2022-08-22,13:00:00,2022,8,20220822,08/22/2022 13:00:00,2022-08-22 13:00:00-07:00,9.26,,100792.54,0,6.173,46.8,,34.0,210.0
6761,6945,2022-09-19 13:00:00,19,13.0,$74.07,$80.88,8.07,$0.00,16764.16,88.0,6.9,9.18,10.02,-6.81,-6.81,-0.0842,"$4,003.83",2022-09-19,13:00:00,2022,9,20220919,09/19/2022 13:00:00,2022-09-19 13:00:00-07:00,,,101197.6,0,2.058,59.13,,32.0,100.0
6762,6946,2022-09-22 18:00:00,22,18.0,$74.08,$236.38,7.99,$0.00,18418.89,96.1,6.9,9.27,29.58,-162.3,-162.3,-0.6866,"$1,786.02",2022-09-22,18:00:00,2022,9,20220922,09/22/2022 18:00:00,2022-09-22 18:00:00-07:00,,,100961.32,0,0.0,58.18,,28.0,0.0
6763,6947,2022-08-17 10:00:00,17,10.0,$74.13,$77.36,9.25,$0.00,14653.71,86.0,8.1,8.01,8.36,-3.23,-3.23,-0.0418,"$8,008.38",2022-08-17,10:00:00,2022,8,20220817,08/17/2022 10:00:00,2022-08-17 10:00:00-07:00,,,101231.36,0,4.116,55.9,,33.0,280.0
6764,6948,2022-08-05 21:00:00,5,21.0,$74.14,$106.19,8.37,$0.00,13958.08,75.9,8.1,8.86,12.69,-32.05,-32.05,-0.3018,"$11,402.24",2022-08-05,21:00:00,2022,8,20220805,08/05/2022 21:00:00,2022-08-05 21:00:00-07:00,,,101265.11,0,3.087,94.16,,24.0,120.0
6765,6949,2022-09-10 14:00:00,10,14.0,$74.14,$80.17,8.15,$0.00,15946.33,90.0,3.5,9.1,9.84,-6.03,-6.03,-0.07519999999999999,"$4,843.23",2022-09-10,14:00:00,2022,9,20220910,09/10/2022 14:00:00,2022-09-10 14:00:00-07:00,,,100927.56,0,3.601,43.73,,33.0,40.0
6766,6950,2022-08-01 00:00:00,1,24.0,$74.15,$64.39,8.66,$0.29,14393.83,82.0,6.9,8.56,7.44,9.76,9.76,0.1516,"$12,607.39",2022-08-01,00:00:00,2022,8,20220801,08/01/2022 00:00:00,2022-08-01 00:00:00-07:00,,,101501.4,0,2.058,78.82,,27.0,180.0
6767,6951,2022-08-21 10:00:00,21,10.0,$74.16,$58.05,9.13,$0.00,13176.68,86.0,11.5,8.12,6.36,16.11,16.11,0.2775,"$4,976.35",2022-08-21,10:00:00,2022,8,20220821,08/21/2022 10:00:00,2022-08-21 10:00:00-07:00,,,101400.13,0,4.63,70.36,,30.0,240.0
6768,6952,2022-06-25 13:00:00,25,13.0,$74.18,$90.49,5.89,$0.00,17404.78,93.9,5.8,12.59,15.36,-16.32,-16.32,-0.18030000000000002,"-$2,540.51",2022-06-25,13:00:00,2022,6,20220625,06/25/2022 13:00:00,2022-06-25 13:00:00-07:00,,,101130.09,0,2.058,30.66,,36.0,130.0
6769,6953,2022-07-30 07:00:00,30,7.0,$74.21,$55.56,8.66,$0.00,11893.36,78.1,0.0,8.57,6.42,18.65,18.65,0.3356,"$13,019.55",2022-07-30,07:00:00,2022,7,20220730,07/30/2022 07:00:00,2022-07-30 07:00:00-07:00,,,101636.42,0,2.572,74.52,,29.0,240.0
6770,6954,2022-08-26 01:00:00,26,1.0,$74.23,$74.95,9.33,$0.00,12921.03,80.1,3.5,7.96,8.03,-0.72,-0.72,-0.0096,"$6,249.23",2022-08-26,01:00:00,2022,8,20220826,08/26/2022 01:00:00,2022-08-26 01:00:00-07:00,,,101062.58,0,0.0,88.78,,26.0,0.0
6771,6955,2022-04-17 07:00:00,17,7.0,$74.23,$60.21,6.93,$0.00,9962.05,71.1,3.5,10.71,8.69,14.02,14.02,0.2329,"-$2,482.80",2022-04-17,07:00:00,2022,4,20220417,04/17/2022 07:00:00,2022-04-17 07:00:00-07:00,,,100961.32,0,2.058,83.37,,24.0,180.0
6772,6956,2022-07-21 18:00:00,21,18.0,$74.23,$155.77,7.56,$0.00,19706.44,93.0,17.3,9.82,20.6,-81.54,-81.54,-0.5234000000000001,"$15,703.02",2022-07-21,18:00:00,2022,7,20220721,07/21/2022 18:00:00,2022-07-21 18:00:00-07:00,,,100927.56,0,3.601,55.9,,33.0,170.0
6773,6957,2022-09-09 20:00:00,9,20.0,$74.24,$95.00,8.13,$0.00,15329.61,81.0,8.1,9.13,11.69,-20.76,-20.76,-0.21850000000000003,"$4,886.34",2022-09-09,20:00:00,2022,9,20220909,09/09/2022 20:00:00,2022-09-09 20:00:00-07:00,,,100623.77,0,2.058,74.02,,26.0,140.0
6774,6958,2022-09-19 18:00:00,19,18.0,$74.25,$142.16,8.07,$0.00,17464.93,91.0,9.2,9.2,17.62,-67.91,-67.91,-0.4777,"$3,662.14",2022-09-19,18:00:00,2022,9,20220919,09/19/2022 18:00:00,2022-09-19 18:00:00-07:00,,,101163.85,0,4.63,70.17,,29.0,130.0
6775,6959,2022-04-10 12:00:00,10,12.0,$74.28,$30.29,6.3,$0.00,11398.18,79.0,26.5,11.79,4.81,43.99,43.99,1.4521000000000002,-$864.54,2022-04-10,12:00:00,2022,4,20220410,04/10/2022 12:00:00,2022-04-10 12:00:00-07:00,12.861,,100826.3,0,10.289,50.78,,26.0,170.0
6776,6960,2022-09-13 19:00:00,13,19.0,$74.28,$100.24,8.12,$0.00,16372.8,84.0,6.9,9.15,12.34,-25.97,-25.97,-0.259,"$4,582.50",2022-09-13,19:00:00,2022,9,20220913,09/13/2022 19:00:00,2022-09-13 19:00:00-07:00,,,101028.83,0,3.601,69.21,,24.0,110.0
6777,6961,2022-10-06 14:00:00,6,14.0,$74.28,$59.06,6.06,$0.00,14407.13,89.1,12.7,12.26,9.75,15.22,15.22,0.2577,"$1,168.72",2022-10-06,14:00:00,2022,10,20221006,10/06/2022 14:00:00,2022-10-06 14:00:00-07:00,,,101501.4,0,1.543,31.27,,31.0,10.0
6778,6963,2022-09-15 16:00:00,15,16.0,$74.28,$84.47,8.69,$0.00,17025.43,90.0,12.7,8.55,9.72,-10.19,-10.19,-0.1206,"$4,274.68",2022-09-15,16:00:00,2022,9,20220915,09/15/2022 16:00:00,2022-09-15 16:00:00-07:00,,,101231.36,0,4.116,51.84,,30.0,120.0
6779,6964,2022-08-30 06:00:00,30,6.0,$74.29,$75.02,9.25,$0.00,11885.69,78.1,3.5,8.03,8.11,-0.73,-0.73,-0.0098,"$5,428.30",2022-08-30,06:00:00,2022,8,20220830,08/30/2022 06:00:00,2022-08-30 06:00:00-07:00,,,101231.36,0,3.601,100.0,,26.0,120.0
6780,6965,2022-08-04 18:00:00,4,18.0,$74.29,$317.70,7.83,$0.00,19548.26,95.0,16.1,9.49,40.57,-243.41,-243.41,-0.7662,"$12,347.50",2022-08-04,18:00:00,2022,8,20220804,08/04/2022 18:00:00,2022-08-04 18:00:00-07:00,,,100961.32,0,3.087,52.35,,32.0,170.0
6781,6966,2022-07-01 21:00:00,1,21.0,$74.30,$76.79,6.46,$0.00,15021.59,80.1,9.2,11.5,11.89,-2.5,-2.5,-0.0325,"-$3,414.89",2022-07-01,21:00:00,2022,7,20220701,07/01/2022 21:00:00,2022-07-01 21:00:00-07:00,,,100995.07,0,3.601,83.71,,27.0,170.0
6782,6967,2022-08-02 22:00:00,2,22.0,$74.32,$77.13,8.17,$0.00,17041.62,86.0,10.4,9.1,9.44,-2.82,-2.82,-0.0365,"$12,590.31",2022-08-02,22:00:00,2022,8,20220802,08/02/2022 22:00:00,2022-08-02 22:00:00-07:00,,,101096.34,0,4.116,74.52,,29.0,190.0
6783,6968,2022-08-06 14:00:00,6,14.0,$74.34,$105.78,8.19,$0.00,15142.05,86.0,5.8,9.08,12.92,-31.44,-31.44,-0.29719999999999996,"$11,253.79",2022-08-06,14:00:00,2022,8,20220806,08/06/2022 14:00:00,2022-08-06 14:00:00-07:00,,,101366.38,0,7.717,66.04,,29.0,140.0
