,Unnamed: 0,Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $,Dates,Time,Year,Month,DateAPIFormat,dateJoinFormat,date_time,wind_gust_set_1,weather_condition_set_1d,pressure_set_1d,cloud_layer_1_code_set_1,wind_speed_set_1,relative_humidity_set_1,peak_wind_speed_set_1,air_temp_set_1,wind_direction_set_1
519,526,2023-02-26 22:00:00,26,22.0,$11.82,$19.25,2.35,$0.00,11674.89,71.1,11.5,5.03,8.19,-7.43,-7.43,-0.386,"-$13,327.96",2023-02-26,22:00:00,2023,2,20230226,02/26/2023 22:00:00,2023-02-26 22:00:00-08:00,9.774,,100488.75,0,6.688,83.13,,22.0,180.0
520,527,2022-12-19 01:00:00,19,1.0,$11.83,$23.41,6.59,$0.00,9446.3,50.0,9.2,1.79,3.55,-11.58,-11.58,-0.49479999999999996,"-$1,729.24",2022-12-19,01:00:00,2022,12,20221219,12/19/2022 01:00:00,2022-12-19 01:00:00-08:00,,,101906.46,0,5.144,53.53,,10.0,80.0
521,528,2023-02-21 13:00:00,21,13.0,$11.84,$15.99,2.26,$0.00,12166.58,78.1,11.5,5.24,7.08,-4.15,-4.15,-0.2597,"-$13,933.25",2023-02-21,13:00:00,2023,2,20230221,02/21/2023 13:00:00,2023-02-21 13:00:00-08:00,9.774,,100421.24,0,6.173,54.65,,28.0,180.0
522,529,2023-03-14 13:00:00,14,13.0,$11.85,$17.17,2.45,$0.00,10476.6,63.0,9.2,4.84,7.01,-5.32,-5.32,-0.3097,"-$13,683.01",2023-03-14,13:00:00,2023,3,20230314,03/14/2023 13:00:00,2023-03-14 13:00:00-07:00,,,102007.72,0,,34.54,,19.0,
523,530,2022-12-19 03:00:00,19,3.0,$11.86,$21.14,6.59,$0.00,9146.73,50.0,11.5,1.8,3.21,-9.28,-9.28,-0.4391,"-$1,749.25",2022-12-19,03:00:00,2022,12,20221219,12/19/2022 03:00:00,2022-12-19 03:00:00-08:00,,light rain,101872.7,0,5.144,57.25,,9.0,60.0
524,531,2023-02-23 08:00:00,23,8.0,$11.86,$27.21,2.08,$0.00,11185.8,71.1,5.8,5.7,13.08,-15.35,-15.35,-0.5642,"-$14,100.08",2023-02-23,08:00:00,2023,2,20230223,02/23/2023 08:00:00,2023-02-23 08:00:00-08:00,,,101265.11,0,1.543,78.39,,24.0,240.0
525,532,2023-03-13 00:00:00,13,24.0,$11.91,$16.98,2.38,$0.00,9628.21,60.1,13.8,5.0,7.13,-5.08,-5.08,-0.2989,"-$13,533.54",2023-03-13,00:00:00,2023,3,20230313,03/13/2023 00:00:00,2023-03-13 00:00:00-07:00,,,101400.13,0,6.688,67.15,,14.0,30.0
526,533,2022-05-30 05:00:00,30,5.0,$11.91,$6.23,8.27,$0.00,12462.24,78.1,17.3,1.44,0.75,5.68,5.68,0.9113,"$8,719.65",2022-05-30,05:00:00,2022,5,20220530,05/30/2022 05:00:00,2022-05-30 05:00:00-07:00,,,100556.26,0,6.173,78.68,,26.0,160.0
527,535,2022-12-28 04:00:00,28,4.0,$11.93,$13.60,4.9,$0.00,9776.19,36.0,0.0,2.43,2.78,-1.67,-1.67,-0.12300000000000001,"-$9,400.61",2022-12-28,04:00:00,2022,12,20221228,12/28/2022 04:00:00,2022-12-28 04:00:00-08:00,,,101332.62,0,1.543,100.0,,3.0,90.0
528,536,2023-01-26 14:00:00,26,14.0,$11.95,$19.46,3.08,$0.00,10353.1,55.9,5.8,3.88,6.32,-7.52,-7.52,-0.3862,"-$11,870.68",2023-01-26,14:00:00,2023,1,20230126,01/26/2023 14:00:00,2023-01-26 14:00:00-08:00,,,102412.78,0,2.058,40.84,,13.0,280.0
529,538,2023-01-09 10:00:00,9,10.0,$12.00,$20.15,3.42,$0.00,9976.34,55.9,9.2,3.51,5.89,-8.15,-8.15,-0.4043,"-$10,445.30",2023-01-09,10:00:00,2023,1,20230109,01/09/2023 10:00:00,2023-01-09 10:00:00-08:00,,,102075.23,0,3.087,67.79,,17.0,110.0
530,539,2023-01-10 04:00:00,10,4.0,$12.05,$12.31,3.67,$0.00,8208.18,59.0,3.5,3.28,3.35,-0.26,-0.26,-0.0209,"-$10,515.32",2023-01-10,04:00:00,2023,1,20230110,01/10/2023 04:00:00,2023-01-10 04:00:00-08:00,,fog,101568.91,0,1.543,100.0,,16.0,170.0
531,540,2023-03-17 15:00:00,17,15.0,$12.05,$18.68,2.45,$0.00,10921.46,51.1,13.8,4.92,7.62,-6.63,-6.63,-0.35479999999999995,"-$13,827.21",2023-03-17,15:00:00,2023,3,20230317,03/17/2023 15:00:00,2023-03-17 15:00:00-07:00,,,101433.89,0,7.717,44.2,,14.0,340.0
532,541,2023-03-13 01:00:00,13,1.0,$12.06,$13.69,2.38,$0.00,9104.75,59.0,18.4,5.07,5.75,-1.63,-1.63,-0.1189,"-$13,535.17",2023-03-13,01:00:00,2023,3,20230313,03/13/2023 01:00:00,2023-03-13 01:00:00-07:00,,,101400.13,0,7.202,66.93,,13.0,40.0
533,542,2023-02-17 15:00:00,17,15.0,$12.07,$16.38,2.49,$0.00,11329.78,53.1,15.0,4.85,6.58,-4.32,-4.32,-0.2634,"-$13,764.90",2023-02-17,15:00:00,2023,2,20230217,02/17/2023 15:00:00,2023-02-17 15:00:00-08:00,,,102682.82,0,5.659,34.67,,11.0,350.0
534,543,2023-03-05 03:00:00,5,3.0,$12.07,$11.72,2.67,$0.00,8648.08,52.0,0.0,4.52,4.39,0.35,0.35,0.0294,"-$13,392.33",2023-03-05,03:00:00,2023,3,20230305,03/05/2023 03:00:00,2023-03-05 03:00:00-08:00,,,101467.64,0,1.543,100.0,,11.0,360.0
535,545,2022-11-02 03:00:00,2,3.0,$12.10,$19.13,4.46,$0.00,8493.71,59.0,4.6,2.71,4.29,-7.03,-7.03,-0.3676,$446.88,2022-11-02,03:00:00,2022,11,20221102,11/02/2022 03:00:00,2022-11-02 03:00:00-07:00,,,101838.95,0,3.087,87.94,,16.0,50.0
536,546,2023-02-23 04:00:00,23,4.0,$12.12,$12.02,2.08,$0.00,9724.07,71.1,8.1,5.83,5.78,0.1,0.1,0.0083,"-$14,063.36",2023-02-23,04:00:00,2023,2,20230223,02/23/2023 04:00:00,2023-02-23 04:00:00-08:00,,mist,100826.3,0,3.087,94.07,,22.0,160.0
537,547,2023-02-11 13:00:00,11,13.0,$12.13,$16.66,2.37,$0.00,10916.5,48.0,13.8,5.12,7.03,-4.54,-4.54,-0.2722,"-$13,612.73",2023-02-11,13:00:00,2023,2,20230211,02/11/2023 13:00:00,2023-02-11 13:00:00-08:00,,,102142.74,0,7.202,62.0,,11.0,320.0
538,548,2023-01-24 17:00:00,24,17.0,$12.15,$23.89,3.39,$0.00,10160.53,51.1,10.4,3.58,7.05,-11.74,-11.74,-0.4914,"-$11,359.03",2023-01-24,17:00:00,2023,1,20230124,01/24/2023 17:00:00,2023-01-24 17:00:00-08:00,,,100826.3,0,6.688,87.38,,10.0,280.0
539,549,2022-03-21 03:00:00,21,3.0,$12.18,$17.14,4.87,$0.00,8953.21,64.0,10.4,2.5,3.52,-4.96,-4.96,-0.2894,-$90.60,2022-03-21,03:00:00,2022,3,20220321,03/21/2022 03:00:00,2022-03-21 03:00:00-07:00,,,101130.09,0,5.144,88.11,,18.0,120.0
540,550,2022-11-05 20:00:00,5,20.0,$12.20,$22.96,3.94,$0.00,10805.04,63.0,3.5,3.1,5.83,-10.76,-10.76,-0.46880000000000005,-$254.96,2022-11-05,20:00:00,2022,11,20221105,11/05/2022 20:00:00,2022-11-05 20:00:00-07:00,,,100995.07,0,3.087,77.33,,17.0,160.0
541,551,2023-02-12 20:00:00,12,20.0,$12.22,$17.17,2.37,$0.00,10081.67,55.0,6.9,5.16,7.24,-4.95,-4.95,-0.2884,"-$13,645.47",2023-02-12,20:00:00,2023,2,20230212,02/12/2023 20:00:00,2023-02-12 20:00:00-08:00,,,101670.17,0,2.058,66.71,,12.0,180.0
542,552,2022-11-02 02:00:00,2,2.0,$12.23,$19.47,4.46,$0.00,8633.53,59.0,4.6,2.74,4.37,-7.24,-7.24,-0.37170000000000003,$453.91,2022-11-02,02:00:00,2022,11,20221102,11/02/2022 02:00:00,2022-11-02 02:00:00-07:00,,,101838.95,0,3.087,93.8,,16.0,50.0
543,553,2022-05-28 06:00:00,28,6.0,$12.24,$31.83,8.27,$0.00,10548.36,64.0,0.0,1.48,3.85,-19.59,-19.59,-0.6154999999999999,"$10,962.31",2022-05-28,06:00:00,2022,5,20220528,05/28/2022 06:00:00,2022-05-28 06:00:00-07:00,,,101096.34,0,2.572,64.76,,23.0,130.0
544,554,2023-03-04 03:00:00,4,3.0,$12.25,$10.31,2.67,$0.00,8600.27,50.0,3.5,4.59,3.86,1.94,1.94,0.1882,"-$13,559.46",2023-03-04,03:00:00,2023,3,20230304,03/04/2023 03:00:00,2023-03-04 03:00:00-08:00,,,100893.81,0,0.0,87.28,,9.0,0.0
545,555,2022-04-10 09:00:00,10,9.0,$12.28,$16.54,6.3,$0.00,9652.06,71.1,18.4,1.95,2.63,-4.27,-4.27,-0.2579,-$931.99,2022-04-10,09:00:00,2022,4,20220410,04/10/2022 09:00:00,2022-04-10 09:00:00-07:00,12.861,,100995.07,0,8.231,47.61,,26.0,170.0
546,556,2023-02-26 12:00:00,26,12.0,$12.28,$12.07,2.35,$0.00,11906.62,80.1,15.0,5.22,5.14,0.21,0.21,0.0172,"-$13,254.13",2023-02-26,12:00:00,2023,2,20230226,02/26/2023 12:00:00,2023-02-26 12:00:00-08:00,,,101062.58,0,8.231,51.05,,27.0,160.0
547,557,2023-02-17 17:00:00,17,17.0,$12.29,$16.83,2.49,$0.00,10930.52,53.1,13.8,4.93,6.76,-4.55,-4.55,-0.2701,"-$13,775.95",2023-02-17,17:00:00,2023,2,20230217,02/17/2023 17:00:00,2023-02-17 17:00:00-08:00,,,102750.33,0,3.601,45.7,,8.0,30.0
548,558,2023-02-16 16:00:00,16,16.0,$12.29,$12.42,2.44,$0.00,10746.7,54.0,19.6,5.04,5.09,-0.13,-0.13,-0.0105,"-$13,532.42",2023-02-16,16:00:00,2023,2,20230216,02/16/2023 16:00:00,2023-02-16 16:00:00-08:00,11.318,,101535.15,0,7.717,43.61,,12.0,350.0
549,559,2023-02-04 09:00:00,4,9.0,$12.31,$28.77,2.4,$0.00,11553.65,44.1,8.1,5.13,11.99,-16.46,-16.46,-0.5722,"-$12,814.25",2023-02-04,09:00:00,2023,2,20230204,02/04/2023 09:00:00,2023-02-04 09:00:00-08:00,,,102817.84,0,4.116,50.37,,12.0,160.0
550,560,2023-02-27 06:00:00,27,6.0,$12.32,$16.16,2.35,$0.00,10449.35,73.0,5.8,5.24,6.88,-3.84,-3.84,-0.2376,"-$13,363.25",2023-02-27,06:00:00,2023,2,20230227,02/27/2023 06:00:00,2023-02-27 06:00:00-08:00,,,100725.03,0,3.087,78.24,,23.0,230.0
551,561,2023-02-22 11:00:00,22,11.0,$12.33,$16.29,2.1,$0.00,11771.34,71.1,3.5,5.87,7.76,-3.96,-3.96,-0.2432,"-$13,961.05",2023-02-22,11:00:00,2023,2,20230222,02/22/2023 11:00:00,2023-02-22 11:00:00-08:00,8.746,,100252.46,0,5.659,74.02,,26.0,220.0
552,562,2023-02-14 02:00:00,14,2.0,$12.34,$1.73,2.4,$0.00,8624.74,64.9,13.8,5.14,0.72,10.61,10.61,6.1301,"-$13,710.78",2023-02-14,02:00:00,2023,2,20230214,02/14/2023 02:00:00,2023-02-14 02:00:00-08:00,9.774,,100454.99,0,6.688,77.48,,18.0,160.0
553,564,2023-02-09 21:00:00,9,21.0,$12.34,$19.25,2.42,$0.00,10235.63,55.0,3.5,5.1,7.95,-6.91,-6.91,-0.359,"-$13,155.04",2023-02-09,21:00:00,2023,2,20230209,02/09/2023 21:00:00,2023-02-09 21:00:00-08:00,,,101771.44,0,0.0,81.48,,9.0,0.0
554,565,2022-11-05 21:00:00,5,21.0,$12.36,$17.38,3.94,$0.00,10500.24,63.0,5.8,3.14,4.41,-5.03,-5.03,-0.2891,-$259.98,2022-11-05,21:00:00,2022,11,20221105,11/05/2022 21:00:00,2022-11-05 21:00:00-07:00,,,100961.32,0,0.0,93.7,,14.0,0.0
555,566,2023-03-13 11:00:00,13,11.0,$12.36,$16.36,2.38,$0.00,10341.22,55.0,11.5,5.19,6.87,-4.0,-4.0,-0.2443,"-$13,599.71",2023-03-13,11:00:00,2023,3,20230313,03/13/2023 11:00:00,2023-03-13 11:00:00-07:00,,,101838.95,0,5.144,48.31,,17.0,50.0
556,567,2023-01-11 00:00:00,11,24.0,$12.37,$16.25,3.67,$0.35,8968.91,64.0,4.6,3.37,4.43,-3.89,-3.89,-0.2391,"-$10,631.60",2023-01-11,00:00:00,2023,1,20230111,01/11/2023 00:00:00,2023-01-11 00:00:00-08:00,,,101163.85,0,4.116,93.94,,19.0,220.0
557,568,2023-01-20 04:00:00,20,4.0,$12.38,$16.45,2.93,$0.00,8406.89,52.0,9.2,4.22,5.61,-4.07,-4.07,-0.24760000000000001,"-$11,224.74",2023-01-20,04:00:00,2023,1,20230120,01/20/2023 04:00:00,2023-01-20 04:00:00-08:00,,,101872.7,0,3.601,53.81,,11.0,40.0
558,569,2023-03-01 09:00:00,1,9.0,$12.38,$25.31,2.51,$0.00,11784.56,73.9,10.4,4.93,10.08,-12.93,-12.93,-0.5109,"-$13,546.35",2023-03-01,09:00:00,2023,3,20230301,03/01/2023 09:00:00,2023-03-01 09:00:00-08:00,14.404,,100623.77,0,11.832,74.02,,26.0,160.0
559,570,2023-03-01 02:00:00,1,2.0,$12.39,$15.23,2.51,$0.00,10297.83,72.0,9.2,4.94,6.07,-2.84,-2.84,-0.1865,"-$13,473.32",2023-03-01,02:00:00,2023,3,20230301,03/01/2023 02:00:00,2023-03-01 02:00:00-08:00,,,100623.77,0,2.572,94.07,,22.0,160.0
560,571,2023-02-20 10:00:00,20,10.0,$12.42,$14.82,2.26,$0.00,10608.56,72.0,12.7,5.5,6.56,-2.4,-2.4,-0.1618,"-$13,875.06",2023-02-20,10:00:00,2023,2,20230220,02/20/2023 10:00:00,2023-02-20 10:00:00-08:00,9.774,,101467.64,0,5.659,78.24,,23.0,260.0
561,572,2023-03-14 12:00:00,14,12.0,$12.44,$19.54,2.45,$0.00,10549.19,60.1,12.7,5.08,7.98,-7.1,-7.1,-0.3635,"-$13,677.69",2023-03-14,12:00:00,2023,3,20230314,03/14/2023 12:00:00,2023-03-14 12:00:00-07:00,,,102075.23,0,4.63,31.88,,18.0,110.0
562,573,2023-01-23 16:00:00,23,16.0,$12.44,$11.70,3.13,$0.00,10270.66,57.9,9.2,3.98,3.74,0.74,0.74,0.0635,"-$11,312.38",2023-01-23,16:00:00,2023,1,20230123,01/23/2023 16:00:00,2023-01-23 16:00:00-08:00,,,101940.21,0,5.144,50.37,,12.0,150.0
563,574,2023-02-22 23:00:00,22,23.0,$12.45,$17.25,2.1,$0.00,11475.81,73.0,8.1,5.93,8.21,-4.8,-4.8,-0.2784,"-$14,047.14",2023-02-22,23:00:00,2023,2,20230222,02/22/2023 23:00:00,2023-02-22 23:00:00-08:00,,mist,100691.28,0,3.601,94.07,,22.0,170.0
564,575,2023-02-18 12:00:00,18,12.0,$12.45,$20.66,2.26,$0.00,10906.15,52.0,5.8,5.51,9.14,-8.21,-8.21,-0.39740000000000003,"-$13,828.51",2023-02-18,12:00:00,2023,2,20230218,02/18/2023 12:00:00,2023-02-18 12:00:00-08:00,,,102649.07,0,2.572,34.97,,12.0,140.0
565,576,2023-03-12 23:00:00,12,23.0,$12.46,$17.59,2.38,$0.00,10233.65,61.0,13.8,5.24,7.39,-5.13,-5.13,-0.2916,"-$13,528.46",2023-03-12,23:00:00,2023,3,20230312,03/12/2023 23:00:00,2023-03-12 23:00:00-07:00,,,101366.38,0,7.717,67.36,,15.0,30.0
566,577,2023-01-10 12:00:00,10,12.0,$12.49,$19.47,3.67,$0.00,10434.45,70.0,8.1,3.4,5.31,-6.99,-6.99,-0.3588,"-$10,553.14",2023-01-10,12:00:00,2023,1,20230110,01/10/2023 12:00:00,2023-01-10 12:00:00-08:00,,,101298.87,0,4.116,60.98,,24.0,230.0
567,578,2022-11-02 04:00:00,2,4.0,$12.51,$20.27,4.46,$0.00,8451.8,60.1,5.8,2.8,4.54,-7.77,-7.77,-0.3831,$439.11,2022-11-02,04:00:00,2022,11,20221102,11/02/2022 04:00:00,2022-11-02 04:00:00-07:00,,,101872.7,0,3.087,87.94,,16.0,50.0
568,579,2023-03-05 12:00:00,5,12.0,$12.52,$17.30,2.67,$0.00,10384.44,73.9,6.9,4.69,6.48,-4.79,-4.79,-0.2766,"-$13,448.68",2023-03-05,12:00:00,2023,3,20230305,03/05/2023 12:00:00,2023-03-05 12:00:00-08:00,,,101366.38,0,3.601,36.3,,25.0,110.0
569,580,2022-04-09 06:00:00,9,6.0,$12.53,$23.08,6.3,$0.00,8647.91,46.0,0.0,1.99,3.66,-10.56,-10.56,-0.4573,-$824.46,2022-04-09,06:00:00,2022,4,20220409,04/09/2022 06:00:00,2022-04-09 06:00:00-07:00,,,101838.95,0,0.0,81.61,,10.0,0.0
570,581,2023-01-10 02:00:00,10,2.0,$12.53,$15.34,3.67,$0.00,8324.67,59.0,4.6,3.41,4.18,-2.82,-2.82,-0.18350000000000002,"-$10,513.82",2023-01-10,02:00:00,2023,1,20230110,01/10/2023 02:00:00,2023-01-10 02:00:00-08:00,,fog,101602.66,0,0.0,100.0,,15.0,0.0
571,582,2023-02-27 23:00:00,27,23.0,$12.57,$19.74,2.35,$0.00,10792.02,64.9,6.9,5.35,8.4,-7.18,-7.18,-0.3635,"-$13,485.72",2023-02-27,23:00:00,2023,2,20230227,02/27/2023 23:00:00,2023-02-27 23:00:00-08:00,,,100860.05,0,2.058,82.14,,14.0,220.0
572,583,2023-02-14 03:00:00,14,3.0,$12.57,$2.22,2.4,$0.00,8499.96,64.9,16.1,5.24,0.93,10.35,10.35,4.6622,"-$13,700.43",2023-02-14,03:00:00,2023,2,20230214,02/14/2023 03:00:00,2023-02-14 03:00:00-08:00,,,100421.24,0,6.688,72.78,,19.0,170.0
573,584,2023-03-15 04:00:00,15,4.0,$12.58,$12.21,2.63,$0.00,8891.24,48.0,6.9,4.78,4.64,0.37,0.37,0.030299999999999997,"-$13,726.35",2023-03-15,04:00:00,2023,3,20230315,03/15/2023 04:00:00,2023-03-15 04:00:00-07:00,,,102108.99,0,2.572,81.34,,8.0,50.0
574,585,2022-05-29 03:00:00,29,3.0,$12.58,$26.72,8.27,$0.00,12248.04,75.9,6.9,1.52,3.23,-14.14,-14.14,-0.5291,"$9,762.69",2022-05-29,03:00:00,2022,5,20220529,05/29/2022 03:00:00,2022-05-29 03:00:00-07:00,,,100556.26,0,2.572,83.48,,25.0,170.0
575,586,2023-01-25 02:00:00,25,2.0,$12.60,$19.55,3.34,$0.00,9470.12,45.0,12.7,3.77,5.85,-6.96,-6.96,-0.3558,"-$11,479.92",2023-01-25,02:00:00,2023,1,20230125,01/25/2023 02:00:00,2023-01-25 02:00:00-08:00,,,101265.11,0,5.659,75.5,,6.0,300.0
576,587,2023-02-21 05:00:00,21,5.0,$12.60,$9.29,2.26,$0.00,9257.96,70.0,10.4,5.57,4.11,3.31,3.31,0.3558,"-$13,922.03",2023-02-21,05:00:00,2023,2,20230221,02/21/2023 05:00:00,2023-02-21 05:00:00-08:00,7.202,,100927.56,0,4.63,83.01,,21.0,220.0
577,588,2022-06-05 02:00:00,5,2.0,$12.62,$45.33,8.36,$0.00,12263.49,77.0,3.5,1.51,5.42,-32.72,-32.72,-0.7217,"$6,142.93",2022-06-05,02:00:00,2022,6,20220605,06/05/2022 02:00:00,2022-06-05 02:00:00-07:00,,,100421.24,0,1.543,88.62,,24.0,200.0
578,589,2023-01-08 22:00:00,8,22.0,$12.62,$22.03,3.42,$0.00,9432.16,55.0,6.9,3.69,6.44,-9.41,-9.41,-0.42710000000000004,"-$10,305.69",2023-01-08,22:00:00,2023,1,20230108,01/08/2023 22:00:00,2023-01-08 22:00:00-08:00,,,102075.23,0,1.543,87.38,,10.0,10.0
579,590,2023-02-28 23:00:00,28,23.0,$12.63,$20.45,2.56,$0.00,11851.89,72.0,6.9,4.93,7.99,-7.82,-7.82,-0.3824,"-$13,451.49",2023-02-28,23:00:00,2023,2,20230228,02/28/2023 23:00:00,2023-02-28 23:00:00-08:00,,,100657.52,0,4.116,94.07,,22.0,160.0
580,591,2023-01-20 02:00:00,20,2.0,$12.64,$16.13,2.93,$0.00,8489.02,51.1,4.6,4.31,5.51,-3.5,-3.5,-0.2167,"-$11,217.36",2023-01-20,02:00:00,2023,1,20230120,01/20/2023 02:00:00,2023-01-20 02:00:00-08:00,,,101771.44,0,2.058,57.78,,11.0,30.0
581,592,2023-01-20 16:00:00,20,16.0,$12.64,$16.18,2.93,$0.00,10696.27,51.1,12.7,4.31,5.52,-3.54,-3.54,-0.2186,"-$11,268.92",2023-01-20,16:00:00,2023,1,20230120,01/20/2023 16:00:00,2023-01-20 16:00:00-08:00,,,101805.19,0,4.63,76.18,,10.0,60.0
582,593,2023-02-26 15:00:00,26,15.0,$12.66,$15.68,2.35,$0.00,12749.5,79.0,18.4,5.39,6.67,-3.02,-3.02,-0.1924,"-$13,255.47",2023-02-26,15:00:00,2023,2,20230226,02/26/2023 15:00:00,2023-02-26 15:00:00-08:00,9.26,,100826.3,0,5.659,57.45,,25.0,180.0
583,594,2023-01-20 03:00:00,20,3.0,$12.67,$15.97,2.93,$0.00,8388.61,51.1,6.9,4.32,5.45,-3.3,-3.3,-0.20679999999999998,"-$11,220.66",2023-01-20,03:00:00,2023,1,20230120,01/20/2023 03:00:00,2023-01-20 03:00:00-08:00,,,101805.19,0,3.087,57.78,,11.0,40.0
584,595,2023-02-09 20:00:00,9,20.0,$12.68,$19.75,2.42,$0.00,10386.83,55.0,3.5,5.24,8.16,-7.07,-7.07,-0.35810000000000003,"-$13,148.13",2023-02-09,20:00:00,2023,2,20230209,02/09/2023 20:00:00,2023-02-09 20:00:00-08:00,,,101703.93,0,0.0,62.0,,11.0,0.0
585,596,2022-05-22 05:00:00,22,5.0,$12.69,$38.27,7.98,$0.00,10960.73,69.1,0.0,1.59,4.8,-25.59,-25.59,-0.6685,"$5,107.04",2022-05-22,05:00:00,2022,5,20220522,05/22/2022 05:00:00,2022-05-22 05:00:00-07:00,,rain,101805.19,0,4.63,88.37,,21.0,60.0
586,597,2023-02-03 14:00:00,3,14.0,$12.69,$18.42,2.65,$0.00,10924.36,55.9,4.6,4.79,6.95,-5.74,-5.74,-0.31129999999999997,"-$12,658.81",2023-02-03,14:00:00,2023,2,20230203,02/03/2023 14:00:00,2023-02-03 14:00:00-08:00,,,102851.6,0,3.601,47.75,,15.0,350.0
587,598,2022-04-07 02:00:00,7,2.0,$12.69,$32.45,6.25,$0.00,8958.07,61.0,8.1,2.03,5.19,-19.76,-19.76,-0.6089,-$141.62,2022-04-07,02:00:00,2022,4,20220407,04/07/2022 02:00:00,2022-04-07 02:00:00-07:00,,,101501.4,0,4.63,41.14,,14.0,330.0
588,599,2023-01-28 15:00:00,28,15.0,$12.73,$8.92,2.79,$0.00,9660.3,70.0,12.7,4.56,3.2,3.81,3.81,0.4274,"-$11,740.20",2023-01-28,15:00:00,2023,1,20230128,01/28/2023 15:00:00,2023-01-28 15:00:00-08:00,,,101298.87,0,5.144,77.94,,21.0,170.0
589,600,2023-02-13 03:00:00,13,3.0,$12.74,$16.88,2.37,$0.00,9176.1,44.1,0.0,5.37,7.12,-4.15,-4.15,-0.24559999999999998,"-$13,712.63",2023-02-13,03:00:00,2023,2,20230213,02/13/2023 03:00:00,2023-02-13 03:00:00-08:00,,mist,101568.91,0,0.0,93.3,,6.0,0.0
590,601,2023-02-04 10:00:00,4,10.0,$12.75,$23.60,2.4,$0.00,11299.49,48.9,10.4,5.31,9.83,-10.85,-10.85,-0.4596,"-$12,825.10",2023-02-04,10:00:00,2023,2,20230204,02/04/2023 10:00:00,2023-02-04 10:00:00-08:00,,,102615.31,0,4.63,50.93,,14.0,150.0
591,602,2022-12-19 00:00:00,19,24.0,$12.77,$27.73,6.59,$0.00,9845.39,50.0,11.5,1.94,4.21,-14.96,-14.96,-0.5394,"-$1,717.65",2022-12-19,00:00:00,2022,12,20221219,12/19/2022 00:00:00,2022-12-19 00:00:00-08:00,,,101973.97,0,4.116,53.53,,10.0,80.0
592,603,2023-01-20 05:00:00,20,5.0,$12.80,$16.82,2.93,$0.00,8590.58,52.0,5.8,4.37,5.74,-4.02,-4.02,-0.2389,"-$11,228.75",2023-01-20,05:00:00,2023,1,20230120,01/20/2023 05:00:00,2023-01-20 05:00:00-08:00,,,101872.7,0,5.144,53.81,,11.0,50.0
593,604,2023-01-06 02:00:00,6,2.0,$12.85,$8.93,3.76,$0.00,8433.46,51.1,3.5,3.42,2.38,3.92,3.92,0.4387,"-$10,025.28",2023-01-06,02:00:00,2023,1,20230106,01/06/2023 02:00:00,2023-01-06 02:00:00-08:00,,,101973.97,0,1.543,81.61,,10.0,30.0
594,605,2023-01-19 00:00:00,19,24.0,$12.85,$18.98,3.42,$0.31,9049.41,52.0,3.5,3.76,5.55,-6.13,-6.13,-0.32299999999999995,"-$11,037.88",2023-01-19,00:00:00,2023,1,20230119,01/19/2023 00:00:00,2023-01-19 00:00:00-08:00,,,101096.34,0,0.0,93.5,,10.0,0.0
595,606,2023-03-13 14:00:00,13,14.0,$12.86,$16.10,2.38,$0.00,10420.34,66.0,16.1,5.4,6.76,-3.25,-3.25,-0.2016,"-$13,607.10",2023-03-13,14:00:00,2023,3,20230313,03/13/2023 14:00:00,2023-03-13 14:00:00-07:00,,,101568.91,0,5.659,35.13,,21.0,20.0
596,607,2023-02-04 00:00:00,4,24.0,$12.87,$20.77,2.65,$0.25,10419.22,42.1,0.0,4.85,7.84,-7.91,-7.91,-0.38060000000000005,"-$12,723.50",2023-02-04,00:00:00,2023,2,20230204,02/04/2023 00:00:00,2023-02-04 00:00:00-08:00,,,102885.35,0,0.0,93.19,,4.0,0.0
597,608,2022-03-21 02:00:00,21,2.0,$12.89,$17.66,4.87,$0.00,9068.25,64.0,9.2,2.65,3.63,-4.77,-4.77,-0.2701,-$85.64,2022-03-21,02:00:00,2022,3,20220321,03/21/2022 02:00:00,2022-03-21 02:00:00-07:00,,"light rain,mist",101197.6,0,4.116,88.11,,18.0,120.0
598,609,2023-01-19 05:00:00,19,5.0,$12.90,$21.44,3.11,$0.00,8517.09,51.0,4.0,4.15,6.89,-8.54,-8.54,-0.39840000000000003,"-$11,097.21",2023-01-19,05:00:00,2023,1,20230119,01/19/2023 05:00:00,2023-01-19 05:00:00-08:00,,,101433.89,0,1.543,75.84,,8.0,280.0
599,610,2023-03-01 08:00:00,1,8.0,$12.91,$35.86,2.51,$0.00,11465.7,73.0,8.1,5.14,14.29,-22.95,-22.95,-0.6399,"-$13,533.42",2023-03-01,08:00:00,2023,3,20230301,03/01/2023 08:00:00,2023-03-01 08:00:00-08:00,,,100623.77,0,6.688,78.54,,25.0,170.0
600,611,2023-01-28 17:00:00,28,17.0,$12.92,$15.09,2.79,$0.00,9598.24,70.0,11.5,4.63,5.41,-2.18,-2.18,-0.1441,"-$11,741.09",2023-01-28,17:00:00,2023,1,20230128,01/28/2023 17:00:00,2023-01-28 17:00:00-08:00,,,101366.38,0,5.659,77.94,,21.0,170.0
