,Unnamed: 0,Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $,Dates,Time,Year,Month,Date,DateAPIFormat,Sunrise,Sunset,Day_Length,dateJoinFormat,date_time,wind_gust_set_1,weather_condition_set_1d,pressure_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,peak_wind_speed_set_1,air_temp_set_1,lat,lon,validdate,direct_rad:W,solar_power:MW
2659,9506,2022-11-02 09:00:00,2,9,29.7525,27.52,4.46,0.0,13540.24,51.1,15.0,6.670964126,6.170403587,2.2325,2.2325,0.08112282,-24692.655,2022-11-02,09:00:00,2022,11,11/0/222,20221102,2022-11-02 07:22:36-07:00,2022-11-03T01:07:55+00:00,38719,11/02/2022 09:00:00,2022-11-02 09:00:00-07:00,,,89293.42,190.0,76.85,10.289,,14.0,35.371452,-101.387665,2022-11-02 09:00:00-07:00,397.9,0.496
2660,9508,2022-11-30 16:00:00,30,16,29.7775,33.3,6.03,0.0,14932.46,39.9,17.3,4.938225539,5.52238806,-3.5225,-3.5225,-0.105780781,-26620.4625,2022-11-30,16:00:00,2022,11,11/3/222,20221130,2022-11-30 06:49:11-08:00,2022-12-01T00:51:44+00:00,36153,11/30/2022 16:00:00,2022-11-30 16:00:00-08:00,,,89738.55,180.0,40.87,7.717,,3.0,35.371452,-101.387665,2022-11-30 16:00:00-08:00,0.0,0.0
2661,9510,2022-09-30 02:00:00,30,2,29.79,-4.55,6.59,0.0,11919.74,63.0,10.4,4.520485584,-0.690440061,34.34,34.34,-7.547252747,-26135.2675,2022-09-30,02:00:00,2022,9,09/3/222,20220930,2022-09-30 06:54:41-07:00,2022-10-01T01:48:27+00:00,42826,09/30/2022 02:00:00,2022-09-30 02:00:00-07:00,,,89412.12,160.0,55.15,3.087,,16.0,35.371452,-101.387665,2022-09-30 02:00:00-07:00,0.0,0.0
2662,9515,2022-12-18 07:00:00,18,7,29.815,48.2,6.59,0.0,19075.26,26.1,12.7,4.524279211,7.314112291,-18.385,-18.385,-0.381431535,-27010.0575,2022-12-18,07:00:00,2022,12,12/1/222,20221218,2022-12-18 07:02:45-08:00,2022-12-19T00:54:07+00:00,35482,12/18/2022 07:00:00,2022-12-18 07:00:00-08:00,,,89174.72,190.0,68.56,5.144,,-2.0,35.371452,-101.387665,2022-12-18 07:00:00-08:00,75.8,0.154
2663,9516,2023-03-07 07:00:00,7,7,29.815,27.33,2.46,0.0,12636.12,30.0,6.9,12.1199187,11.1097561,2.485,2.485,0.090925723,-38732.0675,2023-03-07,07:00:00,2023,3,03/0/223,20230307,2023-03-07 06:21:41-08:00,2023-03-08T02:03:40+00:00,42119,03/07/2023 07:00:00,2023-03-07 07:00:00-08:00,,,89352.77,360.0,80.34,4.63,,1.0,35.371452,-101.387665,2023-03-07 07:00:00-08:00,209.9,0.275
2664,9518,2022-12-18 04:00:00,18,4,29.8175,44.54,6.59,0.0,17297.4,24.1,11.5,4.524658574,6.758725341,-14.7225,-14.7225,-0.330545577,-26957.6675,2022-12-18,04:00:00,2022,12,12/1/222,20221218,2022-12-18 07:02:45-08:00,2022-12-19T00:54:07+00:00,35482,12/18/2022 04:00:00,2022-12-18 04:00:00-08:00,,,89145.04,180.0,68.11,5.659,,-4.0,35.371452,-101.387665,2022-12-18 04:00:00-08:00,0.0,0.0
2665,9521,2022-10-19 16:00:00,19,16,29.8275,41.78,6.0,0.0,13056.06,75.9,11.5,4.97125,6.963333333,-11.9525,-11.9525,-0.286081857,-23342.07,2022-10-19,16:00:00,2022,10,10/1/222,20221019,2022-10-19 07:10:00-07:00,2022-10-20T01:23:12+00:00,40392,10/19/2022 16:00:00,2022-10-19 16:00:00-07:00,,,89382.44,290.0,16.46,4.63,,24.0,35.371452,-101.387665,2022-10-19 16:00:00-07:00,123.9,0.148
2666,9531,2022-10-29 15:00:00,29,15,29.85,38.56,4.95,0.0,12750.45,63.0,4.6,6.03030303,7.78989899,-8.71,-8.71,-0.225881743,-24204.8325,2022-10-29,15:00:00,2022,10,10/2/222,20221029,2022-10-29 07:18:53-07:00,2022-10-30T01:11:53+00:00,39180,10/29/2022 15:00:00,2022-10-29 15:00:00-07:00,,,89323.09,80.0,36.47,3.087,,17.0,35.371452,-101.387665,2022-10-29 15:00:00-07:00,245.8,0.31
2667,9548,2023-02-11 03:00:00,11,3,29.925,26.56,2.37,0.0,16828.19,19.9,9.2,12.62658228,11.20675105,3.365,3.365,0.126694277,-38484.1675,2023-02-11,03:00:00,2023,2,02/1/223,20230211,2023-02-11 06:50:08-08:00,2023-02-12T01:41:39+00:00,39091,02/11/2023 03:00:00,2023-02-11 03:00:00-08:00,,,89916.6,220.0,72.85,3.601,,-8.0,35.371452,-101.387665,2023-02-11 03:00:00-08:00,0.0,0.0
2668,9553,2022-09-27 21:00:00,27,21,29.955,37.22,6.74,0.0,18917.34,71.1,10.4,4.444362018,5.522255193,-7.265,-7.265,-0.195190758,-26146.02,2022-09-27,21:00:00,2022,9,09/2/222,20220927,2022-09-27 06:52:25-07:00,2022-09-28T01:52:42+00:00,43217,09/27/2022 21:00:00,2022-09-27 21:00:00-07:00,,,89738.55,100.0,32.76,4.116,,21.0,35.371452,-101.387665,2022-09-27 21:00:00-07:00,0.0,0.0
2669,9559,2022-10-29 14:00:00,29,14,29.9775,37.26,4.95,0.0,13011.37,62.1,5.8,6.056060606,7.527272727,-7.2825,-7.2825,-0.195450886,-24196.1225,2022-10-29,14:00:00,2022,10,10/2/222,20221029,2022-10-29 07:18:53-07:00,2022-10-30T01:11:53+00:00,39180,10/29/2022 14:00:00,2022-10-29 14:00:00-07:00,,,89323.09,50.0,31.88,4.116,,18.0,35.371452,-101.387665,2022-10-29 14:00:00-07:00,405.7,0.501
2670,9563,2022-11-14 05:00:00,14,5,29.9825,36.22,4.63,0.0,13781.21,28.0,4.6,6.475701944,7.822894168,-6.2375,-6.2375,-0.172211485,-25536.5425,2022-11-14,05:00:00,2022,11,11/1/222,20221114,2022-11-14 06:34:05-08:00,2022-11-15T00:58:15+00:00,37450,11/14/2022 05:00:00,2022-11-14 05:00:00-08:00,,,88877.96,350.0,74.03,3.601,,-2.0,35.371452,-101.387665,2022-11-14 05:00:00-08:00,0.0,0.0
2671,9567,2022-12-19 09:00:00,19,9,30.0075,51.36,6.59,0.0,17751.23,33.1,12.7,4.553490137,7.793626707,-21.3525,-21.3525,-0.415741822,-27287.3525,2022-12-19,09:00:00,2022,12,12/1/222,20221219,2022-12-19 07:03:19-08:00,2022-12-20T00:54:32+00:00,35473,12/19/2022 09:00:00,2022-12-19 09:00:00-08:00,,,89085.69,330.0,41.18,7.717,,4.0,35.371452,-101.387665,2022-12-19 09:00:00-08:00,403.9,0.561
2672,9578,2023-01-05 10:00:00,5,10,30.0375,27.19,3.81,0.0,17147.17,35.1,8.1,7.883858268,7.13648294,2.8475,2.8475,0.104726002,-36063.965,2023-01-05,10:00:00,2023,1,01/0/223,20230105,2023-01-05 07:08:38-08:00,2023-01-06T01:05:38+00:00,35820,01/05/2023 10:00:00,2023-01-05 10:00:00-08:00,,,89649.52,170.0,39.02,5.144,,7.0,35.371452,-101.387665,2023-01-05 10:00:00-08:00,420.5,0.602
2673,9583,2022-12-04 22:00:00,4,22,30.055,1.79,4.82,0.0,15025.56,52.0,9.2,6.235477178,0.371369295,28.265,28.265,15.79050279,-26751.4675,2022-12-04,22:00:00,2022,12,12/0/222,20221204,2022-12-04 06:52:39-08:00,2022-12-05T00:51:22+00:00,35923,12/04/2022 22:00:00,2022-12-04 22:00:00-08:00,11.318,,88640.56,250.0,71.66,8.746,,13.0,35.371452,-101.387665,2022-12-04 22:00:00-08:00,0.0,0.0
2674,9607,2022-12-22 20:00:00,22,20,30.1475,95.01,6.14,0.0,31502.45,3.0,19.6,4.910016287,15.47394137,-64.8625,-64.8625,-0.682691296,-27795.56,2022-12-22,20:00:00,2022,12,12/2/222,20221222,2022-12-22 07:04:51-08:00,2022-12-23T00:55:59+00:00,35468,12/22/2022 20:00:00,2022-12-22 20:00:00-08:00,,,90391.41,360.0,45.35,8.746,,-17.0,35.371452,-101.387665,2022-12-22 20:00:00-08:00,0.0,0.0
2675,9620,2022-11-10 18:00:00,10,18,30.24,438.44,3.45,0.0,15574.08,50.0,11.5,8.765217391,127.084058,-408.2,-408.2,-0.931028191,-24801.7675,2022-11-10,18:00:00,2022,11,11/1/222,20221110,2022-11-10 06:30:13-08:00,2022-11-11T01:01:04+00:00,37851,11/10/2022 18:00:00,2022-11-10 18:00:00-08:00,,,88848.29,50.0,52.7,5.144,,7.0,35.371452,-101.387665,2022-11-10 18:00:00-08:00,0.0,0.0
2676,9621,2023-01-25 18:00:00,25,18,30.2425,41.15,3.34,0.0,18433.0,35.1,6.9,9.054640719,12.32035928,-10.9075,-10.9075,-0.265066829,-37935.8175,2023-01-25,18:00:00,2023,1,01/2/223,20230125,2023-01-25 07:03:29-08:00,2023-01-26T01:24:33+00:00,37264,01/25/2023 18:00:00,2023-01-25 18:00:00-08:00,,,89679.2,350.0,63.94,5.144,,0.0,35.371452,-101.387665,2023-01-25 18:00:00-08:00,0.0,0.0
2677,9625,2022-10-14 22:00:00,14,22,30.26,21.43,6.28,0.0,15890.07,66.9,5.8,4.818471338,3.412420382,8.83,8.83,0.412039197,-23923.3275,2022-10-14,22:00:00,2022,10,10/1/222,20221014,2022-10-14 07:05:47-07:00,2022-10-15T01:29:27+00:00,41020,10/14/2022 22:00:00,2022-10-14 22:00:00-07:00,,,88818.61,220.0,54.89,4.116,,15.0,35.371452,-101.387665,2022-10-14 22:00:00-07:00,0.0,0.0
2678,9632,2022-12-30 11:00:00,30,11,30.2775,33.45,3.7,0.0,14282.07,45.0,11.5,8.183108108,9.040540541,-3.1725,-3.1725,-0.094843049,-35676.4575,2022-12-30,11:00:00,2022,12,12/3/222,20221230,2022-12-30 07:07:43-08:00,2022-12-31T01:00:58+00:00,35595,12/30/2022 11:00:00,2022-12-30 11:00:00-08:00,,,88729.58,210.0,26.4,7.717,,14.0,35.371452,-101.387665,2022-12-30 11:00:00-08:00,459.9,0.623
2679,9636,2022-10-30 10:00:00,30,10,30.29,31.69,4.95,0.0,12026.13,50.0,5.8,6.119191919,6.402020202,-1.4,-1.4,-0.044177974,-24172.9725,2022-10-30,10:00:00,2022,10,10/3/222,20221030,2022-10-30 07:19:48-07:00,2022-10-31T01:10:52+00:00,39064,10/30/2022 10:00:00,2022-10-30 10:00:00-07:00,,,89263.74,330.0,44.78,3.087,,16.0,35.371452,-101.387665,2022-10-30 10:00:00-07:00,440.3,0.6
2680,9639,2023-03-06 15:00:00,6,15,30.295,26.53,2.67,0.0,15262.77,69.1,4.6,11.34644195,9.936329588,3.765,3.765,0.141914813,-38620.5,2023-03-06,15:00:00,2023,3,03/0/223,20230306,2023-03-06 06:23:01-08:00,2023-03-07T02:02:49+00:00,41988,03/06/2023 15:00:00,2023-03-06 15:00:00-08:00,,,88848.29,130.0,11.74,3.601,,22.0,35.371452,-101.387665,2023-03-06 15:00:00-08:00,188.3,0.239
2681,9642,2022-12-16 12:00:00,16,12,30.3025,37.07,6.74,0.0,18429.46,35.1,8.1,4.495919881,5.5,-6.7675,-6.7675,-0.182560022,-27166.94,2022-12-16,12:00:00,2022,12,12/1/222,20221216,2022-12-16 07:01:33-08:00,2022-12-17T00:53:21+00:00,35508,12/16/2022 12:00:00,2022-12-16 12:00:00-08:00,,,89234.07,290.0,47.75,6.173,,3.0,35.371452,-101.387665,2022-12-16 12:00:00-08:00,322.9,0.017
2682,9647,2023-01-13 02:00:00,13,2,30.325,28.4,3.55,0.0,13870.79,32.0,6.9,8.542253521,8.0,1.925,1.925,0.06778169,-36999.1225,2023-01-13,02:00:00,2023,1,01/1/223,20230113,2023-01-13 07:08:04-08:00,2023-01-14T01:12:45+00:00,36281,01/13/2023 02:00:00,2023-01-13 02:00:00-08:00,,,90124.33,240.0,68.78,4.116,,-1.0,35.371452,-101.387665,2023-01-13 02:00:00-08:00,0.0,0.0
2683,9650,2023-01-05 11:00:00,5,11,30.335,26.93,3.81,0.0,16202.2,39.9,13.8,7.961942257,7.06824147,3.405,3.405,0.126438916,-36060.56,2023-01-05,11:00:00,2023,1,01/0/223,20230105,2023-01-05 07:08:38-08:00,2023-01-06T01:05:38+00:00,35820,01/05/2023 11:00:00,2023-01-05 11:00:00-08:00,,,89560.5,180.0,36.75,7.202,,9.0,35.371452,-101.387665,2023-01-05 11:00:00-08:00,459.7,0.636
2684,9652,2022-12-06 22:00:00,6,22,30.35,33.05,4.14,0.0,14660.1,43.0,11.5,7.330917874,7.983091787,-2.7,-2.7,-0.081694402,-26735.2575,2022-12-06,22:00:00,2022,12,12/0/222,20221206,2022-12-06 06:54:19-08:00,2022-12-07T00:51:23+00:00,35824,12/06/2022 22:00:00,2022-12-06 22:00:00-08:00,,,89204.39,170.0,86.99,6.688,,6.0,35.371452,-101.387665,2022-12-06 22:00:00-08:00,0.0,0.0
2685,9655,2022-11-11 18:00:00,11,18,30.3575,64.05,4.63,0.0,16045.1,35.1,9.2,6.556695464,13.8336933,-33.6925,-33.6925,-0.526034348,-25381.94,2022-11-11,18:00:00,2022,11,11/1/222,20221111,2022-11-11 06:31:11-08:00,2022-11-12T01:00:19+00:00,37748,11/11/2022 18:00:00,2022-11-11 18:00:00-08:00,,,89590.17,20.0,58.68,2.572,,-2.0,35.371452,-101.387665,2022-11-11 18:00:00-08:00,0.0,0.0
2686,9657,2022-11-25 10:00:00,25,10,30.36,28.88,6.46,0.0,13954.36,34.0,9.2,4.699690402,4.470588235,1.48,1.48,0.051246537,-26417.475,2022-11-25,10:00:00,2022,11,11/2/222,20221125,2022-11-25 06:44:37-08:00,2022-11-26T00:52:55+00:00,36498,11/25/2022 10:00:00,2022-11-25 10:00:00-08:00,,,89975.95,20.0,55.91,6.688,,4.0,35.371452,-101.387665,2022-11-25 10:00:00-08:00,209.7,0.424
2687,9672,2022-12-08 04:00:00,8,4,30.42,24.07,4.53,0.0,10869.66,46.9,11.5,6.715231788,5.313465784,6.35,6.35,0.263813876,-26626.585,2022-12-08,04:00:00,2022,12,12/0/222,20221208,2022-12-08 06:55:55-08:00,2022-12-09T00:51:31+00:00,35736,12/08/2022 04:00:00,2022-12-08 04:00:00-08:00,,,89323.09,230.0,87.19,5.659,,8.0,35.371452,-101.387665,2022-12-08 04:00:00-08:00,0.0,0.0
2688,9680,2022-12-30 02:00:00,30,2,30.4475,23.4,3.7,0.0,11132.88,35.1,9.2,8.229054054,6.324324324,7.0475,7.0475,0.301175214,-35623.535,2022-12-30,02:00:00,2022,12,12/3/222,20221230,2022-12-30 07:07:43-08:00,2022-12-31T01:00:58+00:00,35595,12/30/2022 02:00:00,2022-12-30 02:00:00-08:00,,,88966.99,300.0,40.55,2.058,,2.0,35.371452,-101.387665,2022-12-30 02:00:00-08:00,0.0,0.0
2689,9681,2022-10-29 17:00:00,29,17,30.45,38.58,4.95,0.0,12593.13,63.0,8.1,6.151515152,7.793939394,-8.13,-8.13,-0.210730949,-24222.16,2022-10-29,17:00:00,2022,10,10/2/222,20221029,2022-10-29 07:18:53-07:00,2022-10-30T01:11:53+00:00,39180,10/29/2022 17:00:00,2022-10-29 17:00:00-07:00,,,89323.09,100.0,54.35,3.087,,13.0,35.371452,-101.387665,2022-10-29 17:00:00-07:00,0.0,0.0
2690,9699,2022-11-10 09:00:00,10,9,30.5175,33.45,3.45,0.0,14049.19,57.9,12.7,8.845652174,9.695652174,-2.9325,-2.9325,-0.087668161,-24163.58,2022-11-10,09:00:00,2022,11,11/1/222,20221110,2022-11-10 06:30:13-08:00,2022-11-11T01:01:04+00:00,37851,11/10/2022 09:00:00,2022-11-10 09:00:00-08:00,,,88937.31,10.0,46.88,7.717,,12.0,35.371452,-101.387665,2022-11-10 09:00:00-08:00,500.1,0.632
2691,9702,2022-12-12 08:00:00,12,8,30.5225,10.29,5.0,0.0,14627.86,52.0,16.1,6.1045,2.058,20.2325,20.2325,1.966229349,-26243.795,2022-12-12,08:00:00,2022,12,12/1/222,20221212,2022-12-12 06:58:53-08:00,2022-12-13T00:52:11+00:00,35598,12/12/2022 08:00:00,2022-12-12 08:00:00-08:00,13.89,,88462.5,170.0,93.6,10.289,,12.0,35.371452,-101.387665,2022-12-12 08:00:00-08:00,4.7,0.054
2692,9703,2022-10-20 09:00:00,20,9,30.525,35.14,5.5,0.0,13552.68,53.1,10.4,5.55,6.389090909,-4.615,-4.615,-0.131331816,-23665.505,2022-10-20,09:00:00,2022,10,10/2/222,20221020,2022-10-20 07:10:52-07:00,2022-10-21T01:22:00+00:00,40268,10/20/2022 09:00:00,2022-10-20 09:00:00-07:00,,,89471.47,340.0,27.85,4.63,,19.0,35.371452,-101.387665,2022-10-20 09:00:00-07:00,470.7,0.554
2693,9712,2022-12-16 00:00:00,16,24,30.55,41.1,6.6,-0.14,15546.6,34.0,8.1,4.628787879,6.227272727,-10.55,-10.55,-0.256690998,-27048.1875,2022-12-16,00:00:00,2022,12,12/1/222,20221216,2022-12-16 07:01:33-08:00,2022-12-17T00:53:21+00:00,35508,12/16/2022 00:00:00,2022-12-16 00:00:00-08:00,,,89085.69,50.0,50.39,5.144,,-1.0,35.371452,-101.387665,2022-12-16 00:00:00-08:00,0.0,0.0
2694,9726,2023-02-11 05:00:00,11,5,30.6,25.72,2.37,0.0,16969.64,19.0,8.1,12.91139241,10.85232068,4.88,4.88,0.189735614,-38478.45,2023-02-11,05:00:00,2023,2,02/1/223,20230211,2023-02-11 06:50:08-08:00,2023-02-12T01:41:39+00:00,39091,02/11/2023 05:00:00,2023-02-11 05:00:00-08:00,,,89886.93,220.0,79.1,3.601,,-7.0,35.371452,-101.387665,2023-02-11 05:00:00-08:00,0.0,0.0
2695,9727,2023-01-13 01:00:00,13,1,30.6025,30.15,3.55,0.0,14015.5,32.0,5.8,8.620422535,8.492957746,0.4525,0.4525,0.015008292,-37001.0475,2023-01-13,01:00:00,2023,1,01/1/223,20230113,2023-01-13 07:08:04-08:00,2023-01-14T01:12:45+00:00,36281,01/13/2023 01:00:00,2023-01-13 01:00:00-08:00,,,90154.01,230.0,63.7,4.116,,-1.0,35.371452,-101.387665,2023-01-13 01:00:00-08:00,0.0,0.0
2696,9734,2023-03-12 10:00:00,12,10,30.625,22.04,2.38,0.0,11846.85,43.0,8.1,12.86764706,9.260504202,8.585,8.585,0.389519056,-38766.82,2023-03-12,10:00:00,2023,3,03/1/223,20230312,2023-03-12 07:14:55-07:00,2023-03-13T02:07:53+00:00,42778,03/12/2023 10:00:00,2023-03-12 10:00:00-07:00,,,89234.07,80.0,28.88,6.173,,8.0,35.371452,-101.387665,2023-03-12 10:00:00-07:00,45.4,0.221
2697,9740,2022-10-21 14:00:00,21,14,30.6575,22.24,5.05,0.0,15664.83,82.0,12.7,6.070792079,4.403960396,8.4175,8.4175,0.378484712,-23589.1975,2022-10-21,14:00:00,2022,10,10/2/222,20221021,2022-10-21 07:11:44-07:00,2022-10-22T01:20:48+00:00,40144,10/21/2022 14:00:00,2022-10-21 14:00:00-07:00,13.376,,88314.13,260.0,11.38,10.803,,29.0,35.371452,-101.387665,2022-10-21 14:00:00-07:00,465.7,0.527
2698,9747,2022-09-26 04:00:00,26,4,30.6675,34.45,6.73,0.0,12743.48,55.9,6.9,4.556835067,5.118870728,-3.7825,-3.7825,-0.109796807,-26122.55,2022-09-26,04:00:00,2022,9,09/2/222,20220926,2022-09-26 06:51:40-07:00,2022-09-27T01:54:08+00:00,43348,09/26/2022 04:00:00,2022-09-26 04:00:00-07:00,,,89797.9,160.0,50.65,2.572,,13.0,35.371452,-101.387665,2022-09-26 04:00:00-07:00,0.0,0.0
2699,9752,2022-12-18 08:00:00,18,8,30.685,61.36,6.59,0.0,19808.52,26.1,10.4,4.65629742,9.31107739,-30.675,-30.675,-0.499918514,-27040.7325,2022-12-18,08:00:00,2022,12,12/1/222,20221218,2022-12-18 07:02:45-08:00,2022-12-19T00:54:07+00:00,35482,12/18/2022 08:00:00,2022-12-18 08:00:00-08:00,,,89204.39,190.0,55.36,6.173,,2.0,35.371452,-101.387665,2022-12-18 08:00:00-08:00,187.8,0.324
