Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $
2-3-2023 03:00,FRI,3.00,-$3.52,$27.77,$2.65,$0.00,"7,241.53",28.9,9.2,-1.33,10.48,-$31.29,-$31.29,-112.68%,"-$33,444.87"
3-16-2023 22:00,THU,22.00,-$3.50,-$2.65,$2.44,$0.00,"6,916.71",36.0,21.9,-1.43,-1.09,-$0.85,-$0.85,31.89%,"-$35,648.51"
2-4-2023 15:00,SAT,15.00,-$3.49,$5.83,$2.40,$0.00,"6,411.99",63.0,17.3,-1.45,2.43,-$9.32,-$9.32,-159.82%,"-$33,914.85"
3-6-2023 01:00,MON,1.00,-$3.48,-$0.46,$2.67,$0.00,"6,527.29",55.9,11.5,-1.30,-0.17,-$3.02,-$3.02,655.98%,"-$35,042.65"
3-20-2022 19:00,SUN,19.00,-$3.46,-$2.68,$4.87,$0.00,"5,701.21",73.0,26.5,-0.71,-0.55,-$0.78,-$0.78,29.20%,-$605.12
11-3-2022 04:00,THU,4.00,-$3.46,-$2.66,$4.51,$0.00,"6,087.30",57.9,17.3,-0.77,-0.59,-$0.80,-$0.80,30.08%,"-$17,632.85"
10-23-2022 04:00,SUN,4.00,-$3.45,-$1.11,$4.43,$0.00,"6,178.89",64.9,20.7,-0.78,-0.25,-$2.34,-$2.34,210.81%,"-$16,511.26"
2-7-2023 00:00,MON,24.00,-$3.45,$1.10,$2.40,$0.21,"6,346.12",46.0,21.9,-1.44,0.46,-$4.55,-$4.55,-413.64%,"-$34,370.57"
3-22-2022 16:00,TUE,16.00,-$3.44,$3.57,$4.78,$0.00,"5,795.24",52.0,32.2,-0.72,0.75,-$7.01,-$7.01,-196.36%,-$409.54
4-19-2022 20:00,TUE,20.00,-$3.44,$1.73,$7.56,$0.00,"5,967.14",71.1,23.0,-0.45,0.23,-$5.17,-$5.17,-298.55%,-$876.85
10-23-2022 05:00,SUN,5.00,-$3.43,-$1.16,$4.43,$0.00,"6,145.34",64.0,18.4,-0.77,-0.26,-$2.27,-$2.27,195.91%,"-$16,513.53"
10-23-2022 20:00,SUN,20.00,-$3.42,$15.81,$4.43,$0.00,"6,918.20",77.0,16.1,-0.77,3.57,-$19.23,-$19.23,-121.63%,"-$16,632.00"
10-23-2022 19:00,SUN,19.00,-$3.38,$17.77,$4.43,$0.00,"6,909.73",78.1,15.0,-0.76,4.01,-$21.15,-$21.15,-119.02%,"-$16,612.77"
10-23-2022 03:00,SUN,3.00,-$3.37,-$0.76,$4.43,$0.00,"6,216.64",66.9,23.0,-0.76,-0.17,-$2.61,-$2.61,343.09%,"-$16,508.92"
2-5-2023 22:00,SUN,22.00,-$3.37,$3.31,$2.40,$0.00,"6,372.39",54.0,9.2,-1.40,1.38,-$6.68,-$6.68,-201.66%,"-$34,064.49"
2-26-2023 15:00,SUN,15.00,-$3.36,-$0.04,$2.35,$0.00,"6,693.11",75.9,33.4,-1.43,-0.02,-$3.32,-$3.32,8306.25%,"-$34,433.50"
1-15-2023 04:00,SUN,4.00,-$3.34,-$0.59,$3.44,$0.00,"6,475.60",50.0,20.7,-0.97,-0.17,-$2.75,-$2.75,465.68%,"-$31,742.06"
4-12-2022 06:00,TUE,6.00,-$3.30,$36.78,$6.36,$0.00,"5,608.18",68.0,15.0,-0.52,5.78,-$40.08,-$40.08,-108.98%,"$2,185.12"
10-22-2022 07:00,SAT,7.00,-$3.30,$4.21,$4.43,$0.00,"6,284.87",60.1,12.7,-0.75,0.95,-$7.51,-$7.51,-178.44%,"-$16,539.21"
2-9-2023 21:00,THU,21.00,-$3.30,$6.26,$2.42,$0.00,"6,980.70",35.1,19.6,-1.36,2.59,-$9.56,-$9.56,-152.64%,"-$34,016.80"
10-27-2022 11:00,THU,11.00,-$3.29,$0.72,$5.26,$0.00,"6,368.72",57.0,11.5,-0.63,0.14,-$4.01,-$4.01,-557.29%,"-$17,303.16"
10-23-2022 02:00,SUN,2.00,-$3.29,$0.36,$4.43,$0.00,"6,301.92",69.1,17.3,-0.74,0.08,-$3.65,-$3.65,-1013.19%,"-$16,506.31"
3-16-2023 10:00,THU,10.00,-$3.29,-$1.33,$2.44,$0.00,"6,915.07",63.0,21.9,-1.35,-0.55,-$1.96,-$1.96,147.18%,"-$35,619.74"
3-21-2022 06:00,MON,6.00,-$3.29,-$1.40,$4.87,$0.00,"5,402.40",55.9,25.3,-0.67,-0.29,-$1.89,-$1.89,134.64%,-$621.77
10-27-2022 08:00,THU,8.00,-$3.29,$5.98,$5.26,$0.00,"6,360.03",48.0,6.9,-0.62,1.14,-$9.27,-$9.27,-154.93%,"-$17,286.28"
1-12-2023 00:00,WED,24.00,-$3.29,$4.10,$3.32,-$0.03,"6,324.87",43.0,23.0,-0.99,1.23,-$7.39,-$7.39,-180.12%,"-$29,508.32"
4-12-2022 11:00,TUE,11.00,-$3.27,$29.25,$6.36,$0.00,"5,930.79",75.9,23.0,-0.51,4.60,-$32.52,-$32.52,-111.18%,"$1,987.42"
2-16-2023 02:00,THU,2.00,-$3.27,$4.58,$2.44,$0.00,"6,584.74",21.0,13.8,-1.34,1.88,-$7.85,-$7.85,-171.29%,"-$34,534.71"
10-27-2022 09:00,THU,9.00,-$3.26,$4.97,$5.26,$0.00,"6,360.01",50.0,6.9,-0.62,0.94,-$8.23,-$8.23,-165.54%,"-$17,294.51"
11-11-2022 13:00,FRI,13.00,-$3.26,$4.21,$4.63,$0.00,"6,459.96",44.1,20.7,-0.70,0.91,-$7.47,-$7.47,-177.38%,"-$17,976.83"
1-11-2023 23:00,WED,23.00,-$3.26,$7.01,$3.32,$0.00,"6,442.77",46.9,21.9,-0.98,2.11,-$10.27,-$10.27,-146.43%,"-$29,500.94"
1-12-2023 05:00,THU,5.00,-$3.25,$5.55,$3.35,$0.00,"6,398.03",35.1,18.4,-0.97,1.66,-$8.80,-$8.80,-158.56%,"-$29,554.39"
3-15-2023 11:00,WED,11.00,-$3.24,-$0.88,$2.63,$0.00,"6,966.75",57.0,19.6,-1.23,-0.33,-$2.36,-$2.36,267.90%,"-$35,317.35"
10-23-2022 00:00,SAT,24.00,-$3.23,$0.74,$4.43,$0.00,"6,471.25",72.0,17.3,-0.73,0.17,-$3.97,-$3.97,-536.15%,"-$16,497.09"
10-23-2022 01:00,SUN,1.00,-$3.23,$2.35,$4.43,$0.00,"6,362.97",70.0,17.3,-0.73,0.53,-$5.58,-$5.58,-237.34%,"-$16,502.67"
